class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
Faust,0.831720232963562,0.7579247355461121,-4.1389915850231773e-07,0.0,0.7798097729682922,0.7320669293403625,-0.011396055109798908,0.0,0.7440469264984131,0.6808129549026489,-0.016820283606648445,0.0,0.7503624558448792,0.6205523014068604,-0.024807706475257874,0.0,0.7820175886154175,0.6008988618850708,-0.029633544385433197,0.0,0.7579922676086426,0.6257181763648987,0.007152053527534008,0.0,0.7503612637519836,0.5771646499633789,-0.017631055787205696,0.0,0.7573140859603882,0.6270322203636169,-0.03061557561159134,0.0,0.7628114819526672,0.6518533229827881,-0.035449329763650894,0.0,0.7892479300498962,0.6232232451438904,0.002316008321940899,0.0,0.7834388613700867,0.5751288533210754,-0.02262118086218834,0.0,0.7869783639907837,0.6361136436462402,-0.02654753439128399,0.0,0.790404200553894,0.658646285533905,-0.021509967744350433,0.0,0.8203282952308655,0.6264158487319946,-0.007456849329173565,0.0,0.8148027658462524,0.5826477408409119,-0.03302570432424545,0.0,0.8146286606788635,0.6456719040870667,-0.02454756200313568,0.0,0.8169916272163391,0.6730241775512695,-0.010036906227469444,0.0,0.8537635207176208,0.6371628046035767,-0.01858241856098175,0.0,0.8407801389694214,0.6053016185760498,-0.030885571613907814,0.0,0.8375946283340454,0.6477655172348022,-0.0210505872964859,0.0,0.8407494425773621,0.6694534420967102,-0.008925399743020535,0.0
Faust,0.827210545539856,0.7527244091033936,-3.889603306106437e-07,0.0,0.7753966450691223,0.7349535822868347,-0.013969993218779564,0.0,0.7361273169517517,0.6875754594802856,-0.020266836509108543,0.0,0.7388340830802917,0.6261854767799377,-0.028367917984724045,0.0,0.7701056599617004,0.6029371023178101,-0.03317822888493538,0.0,0.7483440637588501,0.6334107518196106,0.0038895150646567345,0.0,0.7370980381965637,0.5869576334953308,-0.020259737968444824,0.0,0.7459836602210999,0.6354185938835144,-0.032184138894081116,0.0,0.7526048421859741,0.6570192575454712,-0.036603886634111404,0.0,0.7779685854911804,0.6268742084503174,0.0006169249536469579,0.0,0.7689728140830994,0.5797554850578308,-0.024109603837132454,0.0,0.7761477828025818,0.6401112675666809,-0.02695246785879135,0.0,0.7810103893280029,0.6605035066604614,-0.021300069987773895,0.0,0.8081691265106201,0.6265354752540588,-0.0076802815310657024,0.0,0.7995427250862122,0.5837303400039673,-0.03431716933846474,0.0,0.8029589653015137,0.6466713547706604,-0.025850532576441765,0.0,0.8068182468414307,0.6732609272003174,-0.011226566508412361,0.0,0.8408989906311035,0.6333034634590149,-0.017446327954530716,0.0,0.8272068500518799,0.602311909198761,-0.03219842165708542,0.0,0.8268160223960876,0.6457917094230652,-0.02354128286242485,0.0,0.831121563911438,0.6687421202659607,-0.011929423548281193,0.0
Faust,0.8256352543830872,0.7489629983901978,-3.9299868603848154e-07,0.0,0.7722934484481812,0.733650803565979,-0.011508389376103878,0.0,0.7326866388320923,0.6899116039276123,-0.016688723117113113,0.0,0.7323728203773499,0.6281859874725342,-0.024370161816477776,0.0,0.7625033855438232,0.6030541062355042,-0.02890665829181671,0.0,0.7434849143028259,0.6390812397003174,0.007607388310134411,0.0,0.7306305766105652,0.5904220342636108,-0.017370443791151047,0.0,0.7425166964530945,0.6371110677719116,-0.031247183680534363,0.0,0.7504175305366516,0.6623519062995911,-0.03666003793478012,0.0,0.7727696895599365,0.6308836340904236,0.003384822513908148,0.0,0.7618187069892883,0.5835931897163391,-0.0215262770652771,0.0,0.7717947363853455,0.6424133777618408,-0.02593553438782692,0.0,0.7777656316757202,0.666404664516449,-0.021394528448581696,0.0,0.8022962212562561,0.628372311592102,-0.0058398162946105,0.0,0.7923198342323303,0.5834260582923889,-0.031162455677986145,0.0,0.7986421585083008,0.645526647567749,-0.02280258573591709,0.0,0.8041724562644958,0.6759485006332397,-0.008454794064164162,0.0,0.8346729874610901,0.6326592564582825,-0.016527390107512474,0.0,0.8201878070831299,0.6018244624137878,-0.02995596081018448,0.0,0.8213676810264587,0.6438915133476257,-0.021236566826701164,0.0,0.82666015625,0.6672932505607605,-0.00979446992278099,0.0
Faust,0.8230835199356079,0.7473702430725098,-4.0461938510816253e-07,0.0,0.7700323462486267,0.7375184297561646,-0.011615647003054619,0.0,0.7292400002479553,0.6956750154495239,-0.01589271053671837,0.0,0.7259661555290222,0.6333393454551697,-0.022481663152575493,0.0,0.7520322799682617,0.6041468977928162,-0.02584298700094223,0.0,0.7366883754730225,0.6451107263565063,0.008366643451154232,0.0,0.7232738733291626,0.5992816686630249,-0.016011139377951622,0.0,0.7359317541122437,0.6444892883300781,-0.029037071391940117,0.0,0.744239866733551,0.6668610572814941,-0.0339672826230526,0.0,0.765029788017273,0.6347066164016724,0.004562975838780403,0.0,0.7534869909286499,0.5893169641494751,-0.019690854474902153,0.0,0.7645900249481201,0.6467496156692505,-0.023588787764310837,0.0,0.7704886794090271,0.6669411063194275,-0.01895304024219513,0.0,0.7940751314163208,0.6297496557235718,-0.004315479658544064,0.0,0.784247100353241,0.587163507938385,-0.029993189498782158,0.0,0.7920230031013489,0.6485811471939087,-0.021822310984134674,0.0,0.7979094982147217,0.6759088039398193,-0.007728750817477703,0.0,0.826342761516571,0.6306842565536499,-0.014566844329237938,0.0,0.8119012117385864,0.6018136143684387,-0.02839958481490612,0.0,0.8146985173225403,0.6446422338485718,-0.0198981873691082,0.0,0.8204500079154968,0.6669139266014099,-0.008658377453684807,0.0
Faust,0.8182063102722168,0.7431790828704834,-3.871277272082807e-07,0.0,0.7657012939453125,0.7373740077018738,-0.010370610281825066,0.0,0.7250657081604004,0.6987832188606262,-0.013642583042383194,0.0,0.7187284231185913,0.6382590532302856,-0.019436053931713104,0.0,0.7400898337364197,0.6077149510383606,-0.022010980173945427,0.0,0.7292811274528503,0.6509559154510498,0.010243108496069908,0.0,0.7140393853187561,0.604501485824585,-0.014090937562286854,0.0,0.7290792465209961,0.6461330056190491,-0.027509069070219994,0.0,0.7380993366241455,0.6692338585853577,-0.032361384481191635,0.0,0.756456732749939,0.6389830708503723,0.005988772958517075,0.0,0.7436009049415588,0.592742383480072,-0.01870596408843994,0.0,0.7580461502075195,0.6473962068557739,-0.023720156401395798,0.0,0.7646223902702332,0.6691398620605469,-0.01951218582689762,0.0,0.7849081754684448,0.631406843662262,-0.003169905161485076,0.0,0.7738812565803528,0.5887054204940796,-0.029243087396025658,0.0,0.7854103446006775,0.6482840180397034,-0.02163027971982956,0.0,0.7923926115036011,0.6761831045150757,-0.007593914400786161,0.0,0.816460371017456,0.6295669674873352,-0.013594057410955429,0.0,0.8027058243751526,0.601388156414032,-0.027805769816040993,0.0,0.8078813552856445,0.6435332298278809,-0.019381489604711533,0.0,0.8140132427215576,0.6657808423042297,-0.00793791376054287,0.0
Faust,0.8176510334014893,0.7435861825942993,-3.7188780765973206e-07,0.0,0.7657293081283569,0.7365049123764038,-0.011581565253436565,0.0,0.7251192927360535,0.6980738043785095,-0.015663981437683105,0.0,0.7188343405723572,0.6377877593040466,-0.022418132051825523,0.0,0.744706928730011,0.6093829870223999,-0.026220783591270447,0.0,0.7291175127029419,0.6503607034683228,0.011767647229135036,0.0,0.7128196358680725,0.605906069278717,-0.011300913989543915,0.0,0.7285463213920593,0.6459318995475769,-0.024285709485411644,0.0,0.7375907897949219,0.6676569581031799,-0.0291210375726223,0.0,0.7559852004051208,0.6364116072654724,0.007825452834367752,0.0,0.742190957069397,0.5942256450653076,-0.015519448556005955,0.0,0.7571948766708374,0.6469923257827759,-0.020862823352217674,0.0,0.7634708881378174,0.6673860549926758,-0.01714048907160759,0.0,0.7844735980033875,0.628459095954895,-0.0012426754692569375,0.0,0.7719963192939758,0.5882802605628967,-0.026521779596805573,0.0,0.7848265767097473,0.6458836197853088,-0.020211827009916306,0.0,0.7922700643539429,0.6722331047058105,-0.007103967480361462,0.0,0.8162366151809692,0.6269075274467468,-0.011677599512040615,0.0,0.8009176850318909,0.5993970632553101,-0.02482542023062706,0.0,0.8069400191307068,0.6402988433837891,-0.016625212505459785,0.0,0.8143238425254822,0.6621363759040833,-0.005573342554271221,0.0
Faust,0.8188451528549194,0.7408629059791565,-3.845312335215567e-07,0.0,0.7749277949333191,0.7418436408042908,-0.015189699828624725,0.0,0.7324633002281189,0.6972344517707825,-0.01992661878466606,0.0,0.7322115898132324,0.6341391801834106,-0.025445852428674698,0.0,0.7550961375236511,0.6023408770561218,-0.027469784021377563,0.0,0.7287854552268982,0.642306923866272,-0.00022237170196603984,0.0,0.7179259061813354,0.5918475389480591,-0.027690071612596512,0.0,0.7350071668624878,0.6333312392234802,-0.042872410267591476,0.0,0.7425134181976318,0.6596646904945374,-0.04878630489110947,0.0,0.7575418949127197,0.6302762031555176,-0.0029768231324851513,0.0,0.7484921813011169,0.580039381980896,-0.030946696177124977,0.0,0.7645265460014343,0.635368287563324,-0.03698848560452461,0.0,0.7661369442939758,0.6586532592773438,-0.0333256721496582,0.0,0.7857429385185242,0.6235561966896057,-0.01067619863897562,0.0,0.7805685997009277,0.5803566575050354,-0.039015281945466995,0.0,0.7927666306495667,0.6397165060043335,-0.032290153205394745,0.0,0.793526828289032,0.6657019257545471,-0.01927504688501358,0.0,0.8155903816223145,0.6214520335197449,-0.01999146305024624,0.0,0.809044599533081,0.5936658978462219,-0.03588513657450676,0.0,0.8161882758140564,0.6359635591506958,-0.02810552716255188,0.0,0.8180717825889587,0.6560958027839661,-0.017488675191998482,0.0
Faust,0.830393373966217,0.7401328086853027,-3.6050386142960633e-07,0.0,0.7858279943466187,0.7373571991920471,-0.01865174062550068,0.0,0.7477801442146301,0.6903170347213745,-0.02517569251358509,0.0,0.7541745901107788,0.6320264339447021,-0.03155461326241493,0.0,0.7761880159378052,0.6038602590560913,-0.0344841293990612,0.0,0.7365107536315918,0.6339411735534668,-0.004595309961587191,0.0,0.7333805561065674,0.5828466415405273,-0.03400333225727081,0.0,0.7486754059791565,0.6243038773536682,-0.04992688447237015,0.0,0.7527258396148682,0.6521145105361938,-0.05586119368672371,0.0,0.7668360471725464,0.6236099004745483,-0.0059214807115495205,0.0,0.7651134133338928,0.5722219347953796,-0.03549998253583908,0.0,0.7803987860679626,0.6268832087516785,-0.04203224927186966,0.0,0.7789276242256165,0.6490949392318726,-0.03849088028073311,0.0,0.7951253056526184,0.6176988482475281,-0.012474320828914642,0.0,0.7969081401824951,0.5751506090164185,-0.042259737849235535,0.0,0.8073486685752869,0.6323198080062866,-0.03705771267414093,0.0,0.8028181195259094,0.6558650135993958,-0.024949949234724045,0.0,0.8234503269195557,0.6180031895637512,-0.02077358029782772,0.0,0.8230180144309998,0.5872079133987427,-0.03758428990840912,0.0,0.8296069502830505,0.6284396648406982,-0.03050146996974945,0.0,0.8277105689048767,0.6486137509346008,-0.02024632878601551,0.0
Faust,0.8498960733413696,0.7374348640441895,-3.612264265484555e-07,0.0,0.8099047541618347,0.7271313667297363,-0.026027360931038857,0.0,0.7780798673629761,0.6786532402038574,-0.03559750318527222,0.0,0.7882508635520935,0.6228488087654114,-0.04340239614248276,0.0,0.809486985206604,0.5984278917312622,-0.04628201201558113,0.0,0.7568859457969666,0.6169284582138062,-0.007664844393730164,0.0,0.7611708641052246,0.5672863721847534,-0.03959748521447182,0.0,0.7772262692451477,0.610540509223938,-0.05609767511487007,0.0,0.7776360511779785,0.6370084285736084,-0.0618925578892231,0.0,0.7880486845970154,0.6093989610671997,-0.005677979439496994,0.0,0.7923892736434937,0.5596626996994019,-0.03709175065159798,0.0,0.8079050779342651,0.6162121295928955,-0.0428745299577713,0.0,0.8012905120849609,0.6344273090362549,-0.03826332092285156,0.0,0.8167484402656555,0.6060436964035034,-0.010084493085741997,0.0,0.8220726847648621,0.566347599029541,-0.04165354371070862,0.0,0.832399308681488,0.6226094961166382,-0.03643212094902992,0.0,0.8233138918876648,0.6405211091041565,-0.02381320111453533,0.0,0.8442326188087463,0.6095873713493347,-0.016893601045012474,0.0,0.8467771410942078,0.5780203342437744,-0.034843672066926956,0.0,0.8525961637496948,0.6183967590332031,-0.028286240994930267,0.0,0.8468008637428284,0.6379391551017761,-0.017945734784007072,0.0
Faust,0.8546262383460999,0.7335988283157349,-3.2896178936425713e-07,0.0,0.8151070475578308,0.7202813625335693,-0.02617771178483963,0.0,0.7843803763389587,0.6766477227210999,-0.036892183125019073,0.0,0.7945177555084229,0.623725175857544,-0.04580618068575859,0.0,0.8156224489212036,0.5950499176979065,-0.04963890090584755,0.0,0.760871171951294,0.6131319403648376,-0.008337595500051975,0.0,0.7676844596862793,0.5620455145835876,-0.04060474410653114,0.0,0.7811931371688843,0.607966959476471,-0.05786994472146034,0.0,0.7811148762702942,0.6389219760894775,-0.06408818811178207,0.0,0.7916601896286011,0.6045292019844055,-0.006026099901646376,0.0,0.7981816530227661,0.5538684725761414,-0.03745851293206215,0.0,0.8124229311943054,0.610949695110321,-0.04429934173822403,0.0,0.8067339658737183,0.631516695022583,-0.04059186205267906,0.0,0.8205167651176453,0.6004383563995361,-0.009955056942999363,0.0,0.8277367353439331,0.5602571368217468,-0.041386913508176804,0.0,0.8377139568328857,0.6157690286636353,-0.03688942641019821,0.0,0.829507052898407,0.6353209018707275,-0.024859530851244926,0.0,0.8487295508384705,0.6041537523269653,-0.016202710568904877,0.0,0.852474570274353,0.5734909176826477,-0.03458229824900627,0.0,0.8576101064682007,0.613711416721344,-0.02879529446363449,0.0,0.8514708280563354,0.6343192458152771,-0.018910255283117294,0.0
